fill	x	y	key	tooltip	showSelected2	PANEL
#FEE0D2	3	2	2013-05-03 2	  1 people slightly injured at   / MAISONNEUVE O ET ST MATHIEU 2013-05-03 18:05	people slightly injured	1
#FEE0D2	3	3	2013-05-03 3	  1 people slightly injured at  HENRI BOURASSA / J J GAGNIER 2013-05-03 16:10	people slightly injured	1
#FEE0D2	3	4	2013-05-03 4	  1 people slightly injured at 3840 STURBAIN / ST CUTHBERT 2013-05-03 15:30	people slightly injured	1
#FEE0D2	3	5	2013-05-03 5	  1 people slightly injured at   / CHAMBLY ET BENOIT E 2013-05-03 17:05	people slightly injured	1
#FEE0D2	3	6	2013-05-03 6	  1 people slightly injured at  CH DE ST JEAN / DE LA MENNAIS 2013-05-03 7:45	people slightly injured	1
#FEE0D2	3	7	2013-05-03 7	  1 people slightly injured at  BD RENE LEVESQUE / BD BRISEBOIS 2013-05-03 18:04	people slightly injured	1
#FEE0D2	3	8	2013-05-03 8	  1 people slightly injured at  DU PALAIS / PISTE CYCLABLE 2013-05-03 7:45	people slightly injured	1
#FEE0D2	3	9	2013-05-03 9	  1 people slightly injured at  ST LAURENT / LEFEBVRE 2013-05-03 9:44	people slightly injured	1
#FEE0D2	3	10	2013-05-03 10	  1 people slightly injured at 628 N-D / CAMILLE 2013-05-03 16:34	people slightly injured	1
#FEE0D2	3	11	2013-05-03 11	  1 people slightly injured at  CH DU LAC / PIERRE DROLET 2013-05-03 17:09	people slightly injured	1
#FEE0D2	4	1	2013-05-04 1	  1 people slightly injured at  LAVAL / GRENET 2013-05-04 14:30	people slightly injured	1
#FEE0D2	4	2	2013-05-04 2	  1 people slightly injured at 1003 STE CATHERINE E / AMHERST 2013-05-04 1:54	people slightly injured	1
#FEE0D2	4	3	2013-05-04 3	  1 people slightly injured at  CLARK / MAISONNEUVE 2013-05-04 10:45	people slightly injured	1
#FEE0D2	4	4	2013-05-04 4	  1 people slightly injured at 1583 AMHERST OPP /  2013-05-04 16:23	people slightly injured	1
#FEE0D2	4	5	2013-05-04 5	  1 people slightly injured at  ST LAURENT / BERNARD 2013-05-04 16:00	people slightly injured	1
#FEE0D2	4	6	2013-05-04 6	  1 people slightly injured at  PIE IX / MASSON 2013-05-04 22:24	people slightly injured	1
#FEE0D2	4	7	2013-05-04 7	  1 people slightly injured at  BD CURE LABELLE / BD ST ELZEAR O 2013-05-04 20:36	people slightly injured	1
#FEE0D2	4	8	2013-05-04 8	  1 people slightly injured at  JAMES E DAVIS / MURRAY 2013-05-04 11:45	people slightly injured	1
#FEE0D2	4	9	2013-05-04 9	  1 people slightly injured at  BARRY / MILAN 2013-05-04 18:00	people slightly injured	1
#FEE0D2	4	10	2013-05-04 10	  1 people slightly injured at  SALABERRY / BD PERIGNY 2013-05-04 14:42	people slightly injured	1
#FEE0D2	4	11	2013-05-04 11	  1 people slightly injured at  CH MCKENZIE / DES OUTARDES 2013-05-04 17:22	people slightly injured	1
#FEE0D2	4	12	2013-05-04 12	  1 people slightly injured at  RENE LEVESQUE / MONCTON 2013-05-04 12:25	people slightly injured	1
#FEE0D2	4	13	2013-05-04 13	  1 people slightly injured at 150 AV ROULEAU / FACE 2013-05-04 7:50	people slightly injured	1
#FB6A4A	4	14	2013-05-04 14	 1 person severely injured, 0 people slightly injured at  CH DE ST JEAN / BD TASCHEREAU 2013-05-04 13:18	people severely injured	1
#FEE0D2	5	1	2013-05-05 1	  1 people slightly injured at  PIE IX / JARRY 2013-05-05 20:31	people slightly injured	1
#FEE0D2	5	2	2013-05-05 2	  1 people slightly injured at  GENTILLY O / CH CHAMBLY 2013-05-05 7:10	people slightly injured	1
#FEE0D2	5	3	2013-05-05 3	  1 people slightly injured at  GIROUARD / GAGNON 2013-05-05 18:45	people slightly injured	1
#FEE0D2	5	4	2013-05-05 4	  1 people slightly injured at  JUTRAS O / CARTIER 2013-05-05 18:50	people slightly injured	1
#FEE0D2	5	5	2013-05-05 5	  1 people slightly injured at  DESBIENS / ST URSULES 2013-05-05 13:50	people slightly injured	1
#FB6A4A	5	6	2013-05-05 6	 1 person severely injured, 0 people slightly injured at  PARE / DUMAS 2013-05-05 13:22	people severely injured	1
#FB6A4A	5	7	2013-05-05 7	 1 person severely injured, 0 people slightly injured at  BD LOUIS XIV / BD MATHIEU 2013-05-05 12:22	people severely injured	1
#FEE0D2	6	1	2013-05-06 1	  1 people slightly injured at  RENE LEVESQUE / CARTIER 2013-05-06 15:20	people slightly injured	1
#FEE0D2	6	2	2013-05-06 2	  1 people slightly injured at  LOUIS COLLIN / LACOMBE 2013-05-06 19:45	people slightly injured	1
#FEE0D2	6	3	2013-05-06 3	  1 people slightly injured at  ST DENIS / LAURIER E 2013-05-06 16:25	people slightly injured	1
#FEE0D2	6	4	2013-05-06 4	  1 people slightly injured at   / DROLET 2013-05-06 17:00	people slightly injured	1
#FEE0D2	6	5	2013-05-06 5	  1 people slightly injured at  ST JOSEPH E / 2E AV 2013-05-06 11:30	people slightly injured	1
#FEE0D2	6	6	2013-05-06 6	  1 people slightly injured at 2595 SHERBROOKE / ST JACQUES O 2013-05-06 17:30	people slightly injured	1
#FEE0D2	6	7	2013-05-06 7	  1 people slightly injured at  THERRIEN / D ORSENNENS 2013-05-06 16:11	people slightly injured	1
#FEE0D2	6	8	2013-05-06 8	  1 people slightly injured at  ROME / SOULANGES 2013-05-06 7:55	people slightly injured	1
#FEE0D2	6	9	2013-05-06 9	  1 people slightly injured at  RICHELIEU / CHOQUETTE 2013-05-06 8:15	people slightly injured	1
#FEE0D2	6	10	2013-05-06 10	  1 people slightly injured at 55 ALEXANDRE / TULLY 2013-05-06 15:02	people slightly injured	1
#FEE0D2	6	11	2013-05-06 11	  1 people slightly injured at  N-D / CHASSE 2013-05-06 18:35	people slightly injured	1
#FEE0D2	6	12	2013-05-06 12	  1 people slightly injured at 21 CH DEQUEN /  2013-05-06 15:24	people slightly injured	1
#FB6A4A	6	13	2013-05-06 13	 1 person severely injured, 0 people slightly injured at 120 CEDRE /  2013-05-06 16:53	people severely injured	1
#A50F15	6	14	2013-05-06 14	1 death,  0 people slightly injured at 6710 N-D / FACE 2013-05-06 10:15	deaths	1
#FEE0D2	7	1	2013-05-07 1	  1 people slightly injured at  CAVENDISH / ST JACQUES 2013-05-07 19:46	people slightly injured	1
#FEE0D2	7	2	2013-05-07 2	  1 people slightly injured at  BD LASALLE / 40E AV 2013-05-07 18:40	people slightly injured	1
#FEE0D2	7	3	2013-05-07 3	  1 people slightly injured at  WELLINGTON / ANN 2013-05-07 7:45	people slightly injured	1
#FEE0D2	7	4	2013-05-07 4	  1 people slightly injured at  QUEEN MARY / DECARIE 2013-05-07 7:45	people slightly injured	1
#FEE0D2	7	5	2013-05-07 5	  1 people slightly injured at  ST MICHEL / LEGENDRE 2013-05-07 18:35	people slightly injured	1
#FEE0D2	7	6	2013-05-07 6	  1 people slightly injured at  N-D / HECTOR 2013-05-07 8:45	people slightly injured	1
#FEE0D2	7	7	2013-05-07 7	  1 people slightly injured at 261 STE ROSE /  2013-05-07 17:53	people slightly injured	1
#FEE0D2	7	8	2013-05-07 8	  1 people slightly injured at  N-D / GREEN 2013-05-07 8:02	people slightly injured	1
#FEE0D2	7	9	2013-05-07 9	  1 people slightly injured at  BD ST PAUL / BD BARRETTE 2013-05-07 16:44	people slightly injured	1
#FEE0D2	7	10	2013-05-07 10	  1 people slightly injured at 1371 GDE AL /  2013-05-07 7:25	people slightly injured	1
#FEE0D2	7	11	2013-05-07 11	  1 people slightly injured at  LANGELIER / DE LA SALLE 2013-05-07 16:15	people slightly injured	1
#FEE0D2	7	12	2013-05-07 12	  1 people slightly injured at 7950 BD MATHIEU /  2013-05-07 9:20	people slightly injured	1
#FEE0D2	8	1	2013-05-08 1	  1 people slightly injured at  GOUIN O / BEAUSEJOUR 2013-05-08 17:45	people slightly injured	1
#FEE0D2	8	2	2013-05-08 2	  1 people slightly injured at  BD MAISONNEUVE O / LAMBERT CLOSSE 2013-05-08 	people slightly injured	1
#FEE0D2	8	3	2013-05-08 3	  1 people slightly injured at  GUIZOT / HENRI JULIEN 2013-05-08 12:29	people slightly injured	1
#FEE0D2	8	4	2013-05-08 4	  1 people slightly injured at  PRINCIPALE / DE L ESCAUT 2013-05-08 19:00	people slightly injured	1
#FEE0D2	8	5	2013-05-08 5	  1 people slightly injured at  DU PERE MARQUETTE / HOUDE 2013-05-08 8:20	people slightly injured	1
#FEE0D2	8	6	2013-05-08 6	  1 people slightly injured at 475 QUINN /  2013-05-08 19:20	people slightly injured	1
#FEE0D2	8	7	2013-05-08 7	  1 people slightly injured at  RTE 170 / AEROPORT 2013-05-08 18:00	people slightly injured	1
#FEE0D2	8	8	2013-05-08 8	  1 people slightly injured at   / COTE ST LOUIS O 2013-05-08 9:29	people slightly injured	1
#FEE0D2	8	9	2013-05-08 9	  1 people slightly injured at  LAPOINTE / DES PORTES 2013-05-08 18:40	people slightly injured	1
#FEE0D2	8	10	2013-05-08 10	  1 people slightly injured at 144 DALHOUSIE / PISTE CYCLABLE 2013-05-08 13:56	people slightly injured	1
#FEE0D2	8	11	2013-05-08 11	  1 people slightly injured at  DE L EPILOBE / DE L OSIER 2013-05-08 	people slightly injured	1
#FEE0D2	8	12	2013-05-08 12	  1 people slightly injured at 650 DE LA VISITATION / STAT DEPANNEUR RAPIDO 2013-05-08 7:36	people slightly injured	1
#FB6A4A	8	13	2013-05-08 13	 1 person severely injured, 0 people slightly injured at  FULLUM / DE ROUEN 2013-05-08 19:05	people severely injured	1
#FEE0D2	9	1	2013-05-09 1	  1 people slightly injured at  JOLICOEUR / EADIE 2013-05-09 12:18	people slightly injured	1
#FEE0D2	9	2	2013-05-09 2	  1 people slightly injured at 3418 DRUMMOND / SHERBROOKE 2013-05-09 19:20	people slightly injured	1
#FEE0D2	9	3	2013-05-09 3	  1 people slightly injured at 2025 MT ROYAL / BORDEAUX 2013-05-09 12:18	people slightly injured	1
#FEE0D2	9	4	2013-05-09 4	  1 people slightly injured at 1211 DES CYPRES / CHANOINE MOREAU 2013-05-09 17:06	people slightly injured	1
#FEE0D2	9	5	2013-05-09 5	  1 people slightly injured at 900 ST JOSEPH / JEAN PROULX 2013-05-09 9:00	people slightly injured	1
#FEE0D2	9	6	2013-05-09 6	  1 people slightly injured at 2121 LAPINIERE /  2013-05-09 14:15	people slightly injured	1
#FEE0D2	9	7	2013-05-09 7	  1 people slightly injured at 290 BD ST LUC / FACE A L ADRESSE DS LE STAT 2013-05-09 21:17	people slightly injured	1
#FEE0D2	9	8	2013-05-09 8	  1 people slightly injured at  HOLLAND / RENE LEVESQUE 2013-05-09 16:55	people slightly injured	1
#FEE0D2	9	9	2013-05-09 9	  1 people slightly injured at  BELAIR / MCCLURE 2013-05-09 7:24	people slightly injured	1
#FB6A4A	9	10	2013-05-09 10	 3 people severely injured, 2 people slightly injured at 3950 ST DENIS /  2013-05-09 0:02	people severely injured	1
#FEE0D2	10	1	2013-05-10 1	  1 people slightly injured at  CHARLEVOIX / CHATEAUGUAY 2013-05-10 8:30	people slightly injured	1
#FEE0D2	10	2	2013-05-10 2	  1 people slightly injured at  MAISONNEUVE / MC GILL COLLEGE 2013-05-10 13:00	people slightly injured	1
#FEE0D2	10	3	2013-05-10 3	  1 people slightly injured at 66 MC GILL / MARGUERITE D YOUVILLE 2013-05-10 10:30	people slightly injured	1
#FEE0D2	10	4	2013-05-10 4	  1 people slightly injured at  STE FOY / LAFAYETTE 2013-05-10 8:15	people slightly injured	1
#FEE0D2	10	5	2013-05-10 5	  1 people slightly injured at  AV VICTORIA / DE WOODSTOCK 2013-05-10 15:18	people slightly injured	1
#FEE0D2	10	6	2013-05-10 6	  1 people slightly injured at  ST GEORGES / LATOUR 2013-05-10 22:50	people slightly injured	1
#FEE0D2	10	7	2013-05-10 7	  1 people slightly injured at  MARIE DE L INCARNATION / BD CHAREST O 2013-05-10 14:37	people slightly injured	1
#FEE0D2	10	8	2013-05-10 8	  1 people slightly injured at  BD DE L ORMIERE / RACINE 2013-05-10 16:34	people slightly injured	1
#FEE0D2	10	9	2013-05-10 9	  1 people slightly injured at  BD LECLERC / DU GOUFFRE 2013-05-10 14:15	people slightly injured	1
#FB6A4A	10	10	2013-05-10 10	 1 person severely injured, 0 people slightly injured at  VAN HORNE / MCEACHRAN 2013-05-10 22:30	people severely injured	1
#FEE0D2	11	1	2013-05-11 1	  1 people slightly injured at  CREMAZIE / CLARK 2013-05-11 10:24	people slightly injured	1
#FEE0D2	11	2	2013-05-11 2	  1 people slightly injured at  CH DE MTL O / DE KAMOURASKA 2013-05-11 13:39	people slightly injured	1
#FEE0D2	12	1	2013-05-12 1	  1 people slightly injured at  CURE LABELLE / MARC AURELE FORTIN 2013-05-12 11:58	people slightly injured	1
#FEE0D2	12	2	2013-05-12 2	  1 people slightly injured at 494 PRINCIPALE O /  2013-05-12 13:30	people slightly injured	1
#FEE0D2	13	1	2013-05-13 1	  1 people slightly injured at  ATWATER / ST JACQUES 2013-05-13 17:35	people slightly injured	1
#FEE0D2	13	2	2013-05-13 2	  1 people slightly injured at   / COTE STE CATHERINE ET PUGNUELO 2013-05-13 12:05	people slightly injured	1
#FEE0D2	13	3	2013-05-13 3	  1 people slightly injured at 2300 PERE LELIEVRE /  2013-05-13 17:20	people slightly injured	1
#FEE0D2	13	4	2013-05-13 4	  1 people slightly injured at  CH STE FOY / CHANOINE SCOTT 2013-05-13 8:55	people slightly injured	1
#FEE0D2	14	1	2013-05-14 1	  1 people slightly injured at  ST URBAIN / DES PINS 2013-05-14 10:06	people slightly injured	1
#FEE0D2	14	2	2013-05-14 2	  1 people slightly injured at  MTEE CHAMPAGNE / BD DAGENAIS O 2013-05-14 23:15	people slightly injured	1
#FEE0D2	14	3	2013-05-14 3	  2 people slightly injured at  BD ST LAURENT / JOGUES 2013-05-14 6:12	people slightly injured	1
#FEE0D2	15	1	2013-05-15 1	  1 people slightly injured at  LAURIER / ST DENIS 2013-05-15 8:24	people slightly injured	1
#FEE0D2	15	2	2013-05-15 2	  1 people slightly injured at 410 CURE LABELLE /  2013-05-15 15:47	people slightly injured	1
#FEE0D2	15	3	2013-05-15 3	  1 people slightly injured at  LAVALLEE / DIANE 2013-05-15 7:40	people slightly injured	1
#FEE0D2	15	4	2013-05-15 4	  1 people slightly injured at 1037 BD PIE XI N /  2013-05-15 12:35	people slightly injured	1
#FEE0D2	15	5	2013-05-15 5	  1 people slightly injured at 2955 PICARD /  2013-05-15 15:00	people slightly injured	1
#FEE0D2	16	1	2013-05-16 1	  1 people slightly injured at  MAISONNEUVE / DU FORT 2013-05-16 15:15	people slightly injured	1
#FEE0D2	16	2	2013-05-16 2	  1 people slightly injured at  ST URBAIN / PRESIDENT KENNEDY 2013-05-16 14:10	people slightly injured	1
#FEE0D2	16	3	2013-05-16 3	  1 people slightly injured at  LAURIER / DROLET 2013-05-16 15:15	people slightly injured	1
#FEE0D2	16	4	2013-05-16 4	  1 people slightly injured at  RACHEL / ST ANDRE 2013-05-16 21:15	people slightly injured	1
#FEE0D2	16	5	2013-05-16 5	  1 people slightly injured at  PONT / ROI 2013-05-16 17:30	people slightly injured	1
#A50F15	16	6	2013-05-16 6	1 death,  0 people slightly injured at  DOMINION / DU QUEBEC 2013-05-16 18:20	deaths	1
#FEE0D2	17	1	2013-05-17 1	  1 people slightly injured at  GILBERTE DUBE / RUSHBROOKE 2013-05-17 14:40	people slightly injured	1
#FEE0D2	17	2	2013-05-17 2	  1 people slightly injured at  BD D ANJOU / BD SALABERRY N 2013-05-17 16:20	people slightly injured	1
#FEE0D2	17	3	2013-05-17 3	  1 people slightly injured at  GUERIN / PHILIPPE CHARTRAND 2013-05-17 12:10	people slightly injured	1
#FEE0D2	17	4	2013-05-17 4	  1 people slightly injured at 544 GLAZIER / SAMSON 2013-05-17 16:06	people slightly injured	1
#FEE0D2	17	5	2013-05-17 5	  1 people slightly injured at  BD DU HAVRE / AV GDE ILE 2013-05-17 20:07	people slightly injured	1
#FEE0D2	17	6	2013-05-17 6	  1 people slightly injured at 421 JUTRAS E /  2013-05-17 19:20	people slightly injured	1
#FB6A4A	17	7	2013-05-17 7	 1 person severely injured, 0 people slightly injured at  ST PIERRE / BELLERIVE 2013-05-17 14:11	people severely injured	1
#FEE0D2	18	1	2013-05-18 1	  1 people slightly injured at  ST PATRICK / ISLAND 2013-05-18 3:20	people slightly injured	1
#FEE0D2	18	2	2013-05-18 2	  1 people slightly injured at  39E RUE / 25E AV 2013-05-18 15:40	people slightly injured	1
#FEE0D2	18	3	2013-05-18 3	  1 people slightly injured at  RACHEL / ST DOMINIQUE 2013-05-18 14:35	people slightly injured	1
#FEE0D2	18	4	2013-05-18 4	  1 people slightly injured at  RACHEL / RIVARD 2013-05-18 16:20	people slightly injured	1
#FEE0D2	18	5	2013-05-18 5	  1 people slightly injured at  BELANGER / 36E AV 2013-05-18 8:00	people slightly injured	1
#FEE0D2	18	6	2013-05-18 6	  1 people slightly injured at  DE CANNE / PRES DE BD LAVERENDRYE O 2013-05-18 10:10	people slightly injured	1
#FEE0D2	18	7	2013-05-18 7	  1 people slightly injured at  ST GERARD / FORTIER 2013-05-18 15:56	people slightly injured	1
#FEE0D2	18	8	2013-05-18 8	  1 people slightly injured at 42 CH D OKA / GUY 2013-05-18 16:10	people slightly injured	1
#FEE0D2	18	9	2013-05-18 9	  1 people slightly injured at 1009  /  2013-05-18 12:14	people slightly injured	1
#FEE0D2	18	10	2013-05-18 10	  1 people slightly injured at  DES PINS E / 4E AV 2013-05-18 23:47	people slightly injured	1
#FEE0D2	18	11	2013-05-18 11	  1 people slightly injured at  BD DUCHARME / FACE AU 1000 BD DUCHARME 2013-05-18 12:45	people slightly injured	1
#FEE0D2	18	12	2013-05-18 12	  1 people slightly injured at  DE TONNANCOUR / AV DESMARCHAIS 2013-05-18 18:50	people slightly injured	1
#FB6A4A	18	13	2013-05-18 13	 1 person severely injured, 0 people slightly injured at  STE ANNE O / CHENAL DU MOINE 2013-05-18 	people severely injured	1
#FEE0D2	19	1	2013-05-19 1	  1 people slightly injured at  CH TOUR DU LAC / CH MAC DONALD 2013-05-19 15:30	people slightly injured	1
#FEE0D2	19	2	2013-05-19 2	  1 people slightly injured at  SIMONDS S / ST JACQUES 2013-05-19 12:15	people slightly injured	1
#FEE0D2	19	3	2013-05-19 3	  1 people slightly injured at 999 PRINCIPALE E /  2013-05-19 17:10	people slightly injured	1
#FB6A4A	19	4	2013-05-19 4	 1 person severely injured, 0 people slightly injured at   / ST JOSEPH ET BLAINVILLE O 2013-05-19 21:23	people severely injured	1
#FEE0D2	20	1	2013-05-20 1	  1 people slightly injured at  ST JOSEPH / 6E AV 2013-05-20 11:22	people slightly injured	1
#FEE0D2	20	2	2013-05-20 2	  1 people slightly injured at 12370 AV ARMAND CHAPUT /  2013-05-20 17:30	people slightly injured	1
#FEE0D2	20	3	2013-05-20 3	  1 people slightly injured at 195 ST FRANCOIS N /  2013-05-20 14:40	people slightly injured	1
#FEE0D2	20	4	2013-05-20 4	  1 people slightly injured at  9IEME AV / LOUIS H LAFONTAINE 2013-05-20 18:30	people slightly injured	1
#FEE0D2	20	5	2013-05-20 5	  1 people slightly injured at 149 GD RG / RG LE COTEAU 2013-05-20 15:20	people slightly injured	1
#FEE0D2	20	6	2013-05-20 6	  1 people slightly injured at  RTE DE L AEROPORT /  2013-05-20 14:30	people slightly injured	1
#FEE0D2	21	1	2013-05-21 1	  1 people slightly injured at 140 PL LAFRAMBOISE /  2013-05-21 14:45	people slightly injured	1
#FEE0D2	21	2	2013-05-21 2	  1 people slightly injured at  ST MICHEL / ROBERT 2013-05-21 20:49	people slightly injured	1
#FEE0D2	21	3	2013-05-21 3	  1 people slightly injured at  RACHEL / ST DOMINIQUE 2013-05-21 11:35	people slightly injured	1
#FEE0D2	21	4	2013-05-21 4	  1 people slightly injured at   / IBERVILLE ET PHILIPPE GOULET 2013-05-21 16:34	people slightly injured	1
#FEE0D2	21	5	2013-05-21 5	  1 people slightly injured at   /  2013-05-21 17:42	people slightly injured	1
#FEE0D2	22	1	2013-05-22 1	  1 people slightly injured at 10200 PIE IX FACE /  2013-05-22 	people slightly injured	1
#FEE0D2	22	2	2013-05-22 2	  1 people slightly injured at  ROBIN / DES MONTS 2013-05-22 16:50	people slightly injured	1
#FEE0D2	22	3	2013-05-22 3	  1 people slightly injured at 3065 KING O / DON BOSCO 2013-05-22 16:00	people slightly injured	1
#FEE0D2	22	4	2013-05-22 4	  1 people slightly injured at   / ST GEORGES ET HUBERT 2013-05-22 21:14	people slightly injured	1
#FEE0D2	22	5	2013-05-22 5	  1 people slightly injured at  ST LAURENT / COUSINEAU 2013-05-22 19:34	people slightly injured	1
#FEE0D2	22	6	2013-05-22 6	  1 people slightly injured at  N-D / ST DAMASE 2013-05-22 15:50	people slightly injured	1
#FEE0D2	22	7	2013-05-22 7	  1 people slightly injured at  821 CH MONTCALM /  2013-05-22 17:17	people slightly injured	1
#FB6A4A	22	8	2013-05-22 8	 1 person severely injured, 1 people slightly injured at  CAYER / EMERY 2013-05-22 15:20	people severely injured	1
#A50F15	22	9	2013-05-22 9	1 death,  0 people slightly injured at  BD ALBINY PAQUETTE / HEBERT 2013-05-22 16:00	deaths	1
#FEE0D2	23	1	2013-05-23 1	  1 people slightly injured at  MAISONNEUV EO / WOOD 2013-05-23 10:45	people slightly injured	1
#FEE0D2	23	2	2013-05-23 2	  1 people slightly injured at  UNIVERSITY ET N-D /  2013-05-23 22:56	people slightly injured	1
#FEE0D2	23	3	2013-05-23 3	  1 people slightly injured at  RACHEL / HENRI JULIEN 2013-05-23 14:45	people slightly injured	1
#FEE0D2	23	4	2013-05-23 4	  1 people slightly injured at 780 MTEE STE JULIE / DE LA SEIGNEURIE 2013-05-23 9:24	people slightly injured	1
#FEE0D2	23	5	2013-05-23 5	  1 people slightly injured at  ST GEORGE / LINDSAY 2013-05-23 22:20	people slightly injured	1
#FEE0D2	24	1	2013-05-24 1	  1 people slightly injured at  CAVENDISH / SOMERLED 2013-05-24 14:30	people slightly injured	1
#FEE0D2	24	2	2013-05-24 2	  1 people slightly injured at  EVERETT / PAPINEAU 2013-05-24 18:20	people slightly injured	1
#FEE0D2	24	3	2013-05-24 3	  1 people slightly injured at 588 ST CHARLES BORROMEE N / STAT 2013-05-24 19:20	people slightly injured	1
#FEE0D2	24	4	2013-05-24 4	  1 people slightly injured at  ST VIATEUR / ST CHARLE BORROME 2013-05-24 21:50	people slightly injured	1
#FEE0D2	24	5	2013-05-24 5	  1 people slightly injured at 46 STE CATHERINE FACE /  2013-05-24 20:35	people slightly injured	1
#FEE0D2	24	6	2013-05-24 6	  1 people slightly injured at 642 RTE 132 /  2013-05-24 8:50	people slightly injured	1
#FEE0D2	25	1	2013-05-25 1	  1 people slightly injured at  MASSON / ST MICHEL 2013-05-25 22:25	people slightly injured	1
#FB6A4A	25	2	2013-05-25 2	 1 person severely injured, 0 people slightly injured at  ST ZOTIQUE / PAPINEAU 2013-05-25 21:10	people severely injured	1
#FEE0D2	26	1	2013-05-26 1	  1 people slightly injured at  SALABERRY / ST GERMAIN 2013-05-26 16:15	people slightly injured	1
#FEE0D2	26	2	2013-05-26 2	  1 people slightly injured at  SHERBROOKE / PAPINEAU 2013-05-26 22:41	people slightly injured	1
#FEE0D2	26	3	2013-05-26 3	  1 people slightly injured at 4515 ESPLANADE / MT ROYAL 2013-05-26 19:05	people slightly injured	1
#FEE0D2	27	1	2013-05-27 1	  1 people slightly injured at  CU DU CANAL / CH DU MUSEE 2013-05-27 13:40	people slightly injured	1
